"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV01","WV03","WV20"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-12","   70","   80","8.72"," 1445"," 2321","0.00","0.0","0.0",,"60","48",,"  260",,,"  180",,"14.1",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-13","   60","   70","14.99"," 1548"," 1917","0.30","0.0","0.0",,"59","48",,"  300",,,"  315",,"30.0",,,"36.7",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-14","   30","   20","11.86"," 2247"," 2235","0.02","0.0","0.0",,"59","45",,"  170",,,"  180",,"21.0",,,"30.0",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-15","  100","  100","15.88"," 0348"," 1231","0.88","0.0","0.0",,"57","47",,"  140",,,"  180",,"25.1",,,"34.4","    1",,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-16","   70","   90","11.63"," 1145"," 1214","0.35","0.0","0.0",,"57","46",,"  360",,,"  360",,"25.1",,,"35.6",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-17","   10","   30","12.30"," 1648"," 1637","0.00","0.0","0.0",,"61","47",,"  300",,,"  315",,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-18","   20","   40","4.92"," 1745"," 1627","0.00","0.0","0.0",,"69","46",,"  300",,,"  315",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-19","    0","    0","4.47"," 1846"," 1848","0.00","0.0","0.0",,"72","47",,"  230",,,"  225",,"12.1",,,"19.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-20","   50","   60","7.61"," 1648"," 1713","0.00","0.0","0.0",,"69","47",,"  300",,,"  315",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-21","   20","   30","11.41"," 1545"," 1703","0.00","0.0","0.0",,"64","50",,"  280",,,"  315",,"21.9",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-22","   50","   60","10.29"," 1547"," 1722","0.00","0.0","0.0",,"66","50",,"  300",,,"  315",,"23.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-23","   80","   90","7.38"," 1548"," 1536","0.00","0.0","0.0",,"66","48",,"  290",,,"  270",,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-24","   70","   90","15.21"," 1545"," 1730","0.01","0.0","0.0",,"62","52",,"  300",,,"  270",,"25.9",,,"34.4","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-25","   10","   10","9.40"," 1646"," 1716","0.00","0.0","0.0",,"68","45",,"  280",,,"  270",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-26","   20","   30","4.70"," 1847"," 1835","0.00","0.0","0.0",,"76","48",,"  300",,,"  315",,"14.1",,,"16.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-27","   60","   90","7.61"," 1945"," 1439","0.00","0.0","0.0",,"77","54",,"  290",,,"  360",,"15.0",,,"28.9",,,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-28","   80","  100","8.50"," 1745"," 1817","0.00","0.0","0.0",,"76","51",,"  300",,,"  315",,"19.9",,,"28.9","    1",,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-29","   70","   70","12.08"," 1348"," 0913","0.00","0.0","0.0",,"69","56",,"  340",,,"  225",,"21.0",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-30","   80","   90","10.29"," 1414"," 1322","0.00","0.0","0.0",,"60","51",,"  320",,,"  315",,"19.9",,,"24.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-03-31","   60","   50","10.96"," 1446"," 1530","0.00","0.0","0.0",,"67","52",,"  280",,,"  270",,"23.0",,,"31.1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-01","   50","   60","22.37"," 1845"," 1158","0.00","0.0","0.0",,"61","50",,"  280",,,"  270",,"32.0",,,"44.7",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-02","    0","    0","13.87"," 1753"," 1837","0.00","0.0","0.0",,"62","45",,"  280",,,"  270",,"23.9",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-03","   20","   10","13.87"," 1749"," 2026","0.00","0.0","0.0",,"66","47",,"  280",,,"  270",,"23.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-04","   50","   40","14.32"," 1445"," 1640","0.00","0.0","0.0",,"60","48",,"  260",,,"  315",,"29.1",,,"34.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-05","   90","  100","8.05"," 1649"," 0617","0.03","0.0","0.0",,"61","50",,"  200",,,"  135",,"13.0",,,"23.0",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-06","   80","   90","6.93"," 1846"," 1826","0.13","0.0","0.0",,"63","52",,"  300",,,"  315",,"12.1",,,"17.2",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-07","   80","  100","6.49"," 1849"," 1712","0.07","0.0","0.0",,"60","52",,"   10",,,"  360",,"12.1",,,"24.2",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-08","   30","   40","9.40"," 1746"," 1801","0.00","0.0","0.0",,"66","49",,"  290",,,"  270",,"17.0",,,"21.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-09","   20","   30","11.63"," 1549"," 1714","0.00","0.0","0.0",,"67","49",,"  290",,,"  315",,"21.9",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-10","   10","   10","12.30"," 1445"," 1514","0.00","0.0","0.0",,"65","47",,"  310",,,"  315",,"23.9",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-11","   30","   20","9.17"," 1746"," 1801","0.00","0.0","0.0",,"66","46",,"  250",,,"  225",,"17.9",,,"26.4","    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-12","   20","   10","26.17"," 0347"," 0313","0.00","0.0","0.0",,"60","48",,"  290",,,"  270",,"40.0",,,"48.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-13","   40","   40","10.51"," 1647"," 1800","0.00","0.0","0.0",,"66","44",,"  290",,,"  270",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-14","   90","   90","10.07"," 1550"," 1629","0.00","0.0","0.0",,"65","47",,"  270",,,"  270",,"23.0",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-15","   70","   90","12.53"," 1649"," 0541","0.11","0.0","0.0",,"57","50",,"  270",,,"  180",,"17.0",,,"26.4","    1",,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-16","   80","  100","11.18"," 1745"," 0848","0.05","0.0","0.0",,"58","49",,"  250",,,"  270",,"17.9",,,"28.9",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-17","   20","   30","14.09"," 1745"," 1628","0.00","0.0","0.0",,"62","49",,"  290",,,"  315",,"23.0",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-18","   40","   60","9.40"," 1545"," 1544","0.00","0.0","0.0",,"69","47",,"  300",,,"  315",,"21.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-19","   20","   10","8.28"," 1845"," 1627","0.00","0.0","0.0",,"78","46",,"  280",,,"  315",,"17.9",,,"24.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-20","    0","    0","8.28"," 1646"," 1549","0.00","0.0","0.0",,"81","53",,"  300",,,"  270",,"21.0",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-21","   20","    0","14.32"," 1545"," 1529","0.00","0.0","0.0",,"72","49",,"  300",,,"  315",,"28.0",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-22","   80","   80","14.76"," 1331"," 1454","0.00","0.0","0.0",,"61","50",,"  280",,,"  270",,"23.0",,,"35.6","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-23","   50","   60","15.21"," 1345"," 1754","0.00","0.0","0.0",,"61","48",,"  260",,,"  270",,"25.9",,,"41.4",,,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-24","   40","   70","16.55"," 1545"," 1530","0.00","0.0","0.0",,"58","45",,"  280",,,"  270",,"36.0",,,"47.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-25","   70","   80","18.12"," 1546"," 1628","0.00","0.0","0.0",,"61","48",,"  290",,,"  270",,"32.0",,,"42.5",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-26","   40","   60","14.09"," 1850"," 1850","0.00","0.0","0.0",,"67","44",,"  300",,,"  315",,"25.9",,,"34.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-27","   30","   40","14.99"," 1650"," 1620","0.00","0.0","0.0",,"69","47",,"  290",,,"  270",,"32.0",,,"46.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-28","   50","   60","21.70"," 1646"," 1708","0.00","0.0","0.0",,"61","49",,"  260",,,"  270",,"36.0",,,"46.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-29","    0","   10","16.33"," 1646"," 1707","0.00","0.0","0.0",,"64","46",,"  280",,,"  270",,"23.9",,,"33.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-04-30","   40","   50","10.07"," 1447"," 1407","0.00","0.0","0.0",,"65","42",,"  290",,,"  315",,"21.9",,,"33.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-01","   90","  100","8.95"," 1646"," 1520","0.00","0.0","0.0",,"66","47",,"  210",,,"  225",,"17.0",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-02","   90","   90","13.20"," 1348"," 1113","0.00","0.0","0.0",,"67","55",,"  210",,,"  225",,"28.0",,,"46.1",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-03","   60","   60","12.30"," 1418"," 1333","0.13","0.0","0.0",,"64","53",,"  250",,,"  270",,"21.0",,,"27.5",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-04","   40","   40","13.20"," 1747"," 1657","0.02","0.0","0.0",,"65","51",,"  280",,,"  270",,"19.9",,,"25.3",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-05","   70","   90","17.00"," 2148"," 2201","0.00","0.0","0.0",,"62","48",,"  290",,,"  270",,"28.0",,,"38.0",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-06","   20","   30","17.67"," 1645"," 1808","0.00","0.0","0.0",,"59","45",,"  280",,,"  270",,"28.0",,,"39.1",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-07","    0","    0","16.55"," 1647"," 1632","0.00","0.0","0.0",,"62","45",,"  290",,,"  270",,"30.0",,,"36.7",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-08","    0","    0","11.41"," 1545"," 1516","0.00","0.0","0.0",,"72","47",,"  290",,,"  315",,"25.1",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-09","   40","   50","14.54"," 2349"," 2252","0.00","0.0","0.0",,"80","49",,"  280",,,"  270",,"32.0",,,"42.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-10","    0","    0","21.47"," 1648"," 1752","0.00","0.0","0.0",,"62","49",,"  280",,,"  270",,"36.0",,,"44.7",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-11","    0","    0","11.86"," 1647"," 1826","0.00","0.0","0.0",,"67","45",,"  280",,,"  270",,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-12","   10","   10","10.96"," 1649"," 1813","0.00","0.0","0.0",,"76","47",,"  300",,,"  315",,"21.9",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-13","   50","   70","17.22"," 1748"," 1746","0.00","0.0","0.0",,"74","48",,"  280",,,"  270",,"34.9",,,"41.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-14","   40","   70","20.13"," 1449"," 1711","0.00","0.0","0.0",,"64","48",,"  280",,,"  270",,"34.9",,,"47.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-15","   30","   50","20.13"," 0147"," 0335","0.00","0.0","0.0",,"64","50",,"  290",,,"  270",,"32.0",,,"40.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-16","   20","   30","12.08"," 1747"," 1516","0.00","0.0","0.0",,"78","47",,"  300",,,"  315",,"25.1",,,"33.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-17","   40","   70","13.20"," 1647"," 1604","0.00","0.0","0.0",,"80","49",,"  300",,,"  315",,"25.9",,,"33.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-18","   20","   20","17.45"," 1447"," 1431","0.00","0.0","0.0",,"63","48",,"  300",,,"  315",,"28.0",,,"33.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-19","   80","   80","15.88"," 2158"," 2303","0.00","0.0","0.0",,"61","48",,"  270",,,"  270",,"29.1",,,"35.6","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-20","   70","   80","14.32"," 1749"," 1746","0.00","0.0","0.0",,"64","51",,"  270",,,"  270",,"21.0",,,"27.5","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-21","   10","   10","20.36"," 1753"," 1837","0.00","0.0","0.0",,"63","49",,"  280",,,"  270",,"30.0",,,"39.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-22","   60","   70","12.30"," 1650"," 1612","0.00","0.0","0.0",,"71","47",,"  290",,,"  315",,"23.9",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-23","   70","   90","14.09"," 1250"," 1838","0.00","0.0","0.0",,"62","50",,"  280",,,"  270",,"23.9",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-24","   10","    0","12.97"," 1447"," 1513","0.00","0.0","0.0",,"73","51",,"  290",,,"  270",,"23.0",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-25","   30","   20","14.09"," 1746"," 1738","0.00","0.0","0.0",,"70","53",,"  280",,,"  270",,"23.9",,,"35.6","    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-26","   20","   10","14.76"," 1346"," 1425","0.00","0.0","0.0",,"73","53",,"  280",,,"  270",,"28.0",,,"38.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-27","   90","   70","17.22"," 1347"," 1350","0.00","0.0","0.0",,"62","52",,"  280",,,"  270",,"23.9",,,"34.4","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-28","   60","   50","12.97"," 1548"," 1315","0.00","0.0","0.0",,"67","51",,"  280",,,"  270",,"21.0",,,"28.9","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-29","   40","   20","9.17"," 1747"," 1607","0.00","0.0","0.0",,"73","51",,"  310",,,"  315",,"16.1",,,"20.8","    1",,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-30","   50","   40","11.63"," 1648"," 1520","0.00","0.0","0.0",,"73","51",,"  300",,,"  315",,"21.9",,,"28.9","    1",,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-05-31","   90","   80","13.42"," 1746"," 0102","0.00","0.0","0.0",,"66","54",,"  290",,,"  270",,"19.9",,,"27.5",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-01","   90","   80","14.09"," 1748"," 1523","0.00","0.0","0.0",,"66","54",,"  280",,,"  270",,"19.9",,,"28.9",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-02","  100","  100","13.20"," 1448"," 1533","0.00","0.0","0.0",,"65","55",,"  280",,,"  270",,"17.9",,,"25.3",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-03","   70","   70","14.99"," 1645"," 1341","0.00","0.0","0.0",,"66","57",,"  280",,,"  315",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-04","   90","   80","13.42"," 1439"," 1135","0.00","0.0","0.0",,"68","55",,"  260",,,"  270",,"19.9",,,"27.5","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-05","   70","   70","14.76"," 1723"," 1546","0.00","0.0","0.0",,"67","55",,"  270",,,"  270",,"21.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-06","   60","   70","16.33"," 1746"," 1555","0.00","0.0","0.0",,"66","55",,"  280",,,"  270",,"25.1",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-07","   20","   20","20.13"," 1447"," 1547","0.00","0.0","0.0",,"67","53",,"  280",,,"  270",,"31.1",,,"38.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-08","    0","    0","13.20"," 1345"," 1345","0.00","0.0","0.0",,"79","50",,"  300",,,"  315",,"30.0",,,"33.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-09","    0","    0","10.07"," 1446"," 1912","0.00","0.0","0.0",,"91","51",,"  300",,,"  270",,"19.9",,,"25.3",,,,,,,"    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-10","    0","    0","9.40"," 1847"," 1301","0.00","0.0","0.0",,"76","57",,"  320",,,"   45",,"13.0",,,"20.8",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-11","   70","   80","10.96"," 1546"," 1605","0.00","0.0","0.0",,"70","56",,"  270",,,"  270",,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-12","   10","   10","13.65"," 1345"," 1348","0.00","0.0","0.0",,"69","54",,"  300",,,"  315",,"23.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-13","   70","   60","14.09"," 1547"," 1729","0.00","0.0","0.0",,"68","55",,"  280",,,"  270",,"21.9",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-14","   80","   70","13.20"," 1948"," 1500","0.00","0.0","0.0",,"69","57",,"  290",,,"  270",,"21.0",,,"27.5","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-15","   40","   30","16.33"," 0851"," 1754","0.00","0.0","0.0",,"66","55",,"  300",,,"  270",,"25.1",,,"31.1","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-16","   50","   40","12.75"," 1752"," 1823","0.00","0.0","0.0",,"71","57",,"  260",,,"  270",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-17","   70","   60","13.20"," 1347"," 1313","0.00","0.0","0.0",,"74","58",,"  280",,,"  270",,"23.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-18","    0","    0","18.79"," 1647"," 1800","0.00","0.0","0.0",,"69","54",,"  290",,,"  270",,"29.1",,,"40.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-19","   10","   10","18.57"," 1648"," 1826","0.00","0.0","0.0",,"68","51",,"  290",,,"  270",,"30.0",,,"40.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-20","   10","   10","14.54"," 1252"," 1601","0.00","0.0","0.0",,"68","51",,"  290",,,"  270",,"23.9",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-21","    0","   10","12.30"," 1549"," 1532","0.00","0.0","0.0",,"82","51",,"  310",,,"  315",,"25.1",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-22","    0","    0","12.08"," 1850"," 1823","0.00","0.0","0.0",,"77","53",,"  300",,,"  315",,"21.0",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-23","   10","   10","12.53"," 1545"," 1626","0.00","0.0","0.0",,"75","51",,"  310",,,"  315",,"21.0",,,"25.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-24","   30","   20","10.29"," 1649"," 1732","0.00","0.0","0.0",,"71","54",,"  320",,,"  315",,"21.9",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-25","   60","   60","11.41"," 1649"," 1350","0.00","0.0","0.0",,"69","54",,"  300",,,"  315",,"23.9",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-26","   90","  100","9.40"," 1647"," 1548","0.00","0.0","0.0",,"73","55",,"  260",,,"  270",,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-27","   50","   40","15.43"," 1747"," 1328","0.00","0.0","0.0",,"66","55",,"  280",,,"  270",,"21.9",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-28","   50","   40","18.34"," 1747"," 2021","0.00","0.0","0.0",,"66","55",,"  280",,,"  270",,"23.9",,,"34.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1986-06-29","   10","    0","14.76"," 1449"," 1430","0.00","0.0","0.0",,"67","53",,"  290",,,"  270",,"29.1",,,"34.4",,,,,,,,,,,,,,,,,,
